x,y,terrain_type,elevation_type,movement_cost,visibility_factor,cover_bonus
68,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
69,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
70,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
71,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
72,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
73,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
74,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
75,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
76,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
77,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
78,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
79,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
80,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
81,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
82,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
83,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
84,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
85,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
86,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
87,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
88,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
89,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
90,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
91,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
92,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
93,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
94,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
95,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
96,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
97,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
98,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
99,0,BARE,GROUND_LEVEL,1.0,1.0,0.0
0,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
1,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
2,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
3,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
4,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
5,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
6,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
7,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
8,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
9,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
10,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
11,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
12,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
13,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
14,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
15,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
16,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
17,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
18,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
19,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
20,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
21,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
22,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
23,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
24,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
25,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
26,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
27,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
28,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
29,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
30,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
31,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
32,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
33,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
34,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
35,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
36,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
37,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
38,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
39,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
40,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
41,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
42,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
43,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
44,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
45,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
46,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
47,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
48,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
49,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
50,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
51,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
52,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
53,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
54,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
55,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
56,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
57,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
58,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
59,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
60,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
61,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
62,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
63,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
64,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
65,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
66,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
67,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
68,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
69,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
70,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
71,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
72,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
73,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
74,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
75,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
76,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
77,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
78,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
79,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
80,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
81,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
82,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
83,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
84,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
85,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
86,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
87,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
88,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
89,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
90,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
91,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
92,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
93,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
94,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
95,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
96,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
97,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
98,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
99,1,BARE,GROUND_LEVEL,1.0,1.0,0.0
0,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
1,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
2,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
3,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
4,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
5,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
6,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
7,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
8,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
9,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
10,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
11,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
12,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
13,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
14,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
15,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
16,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
17,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
18,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
19,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
20,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
21,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
22,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
23,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
24,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
25,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
26,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
27,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
28,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
29,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
30,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
31,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
32,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
33,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
34,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
35,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
36,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
37,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
38,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
39,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
40,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
41,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
42,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
43,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
44,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
45,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
46,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
47,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
48,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
49,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
50,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
51,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
52,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
53,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
54,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
55,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
56,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
57,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
58,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
59,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
60,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
61,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
62,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
63,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
64,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
65,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
66,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
67,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
68,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
69,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
70,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
71,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
72,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
73,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
74,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
75,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
76,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
77,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
78,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
79,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
80,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
81,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
82,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
83,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
84,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
85,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
86,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
87,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
88,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
89,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
90,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
91,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
92,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
93,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
94,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
95,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
96,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
97,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
98,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
99,2,BARE,GROUND_LEVEL,1.0,1.0,0.0
0,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
1,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
2,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
3,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
4,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
5,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
6,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
7,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
8,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
9,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
10,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
11,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
12,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
13,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
14,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
15,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
16,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
17,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
18,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
19,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
20,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
21,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
22,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
23,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
24,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
25,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
26,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
27,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
28,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
29,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
30,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
31,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
32,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
33,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
34,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
35,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
36,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
37,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
38,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
39,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
40,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
41,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
42,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
43,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
44,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
45,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
46,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
47,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
48,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
49,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
50,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
51,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
52,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
53,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
54,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
55,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
56,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
57,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
58,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
59,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
60,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
61,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
62,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
63,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
64,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
65,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
66,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
67,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
68,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
69,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
70,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
71,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
72,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
73,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
74,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
75,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
76,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
77,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
78,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
79,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
80,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
81,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
82,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
83,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
84,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
85,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
86,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
87,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
88,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
89,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
90,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
91,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
92,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
93,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
94,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
95,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
96,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
97,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
98,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
99,3,BARE,GROUND_LEVEL,1.0,1.0,0.0
0,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
1,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
2,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
3,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
4,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
5,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
6,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
7,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
8,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
9,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
10,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
11,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
12,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
13,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
14,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
15,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
16,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
17,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
18,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
19,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
20,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
21,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
22,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
23,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
24,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
25,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
26,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
27,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
28,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
29,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
30,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
31,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
32,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
33,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
34,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
35,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
36,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
37,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
38,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
39,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
40,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
41,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
42,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
43,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
44,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
45,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
46,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
47,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
48,4,BARE,GROUND_LEVEL,1.0,1.0,0.0
